"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","ASIA RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Saudi Arabia","32.3","646","19","","","30","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Oslo","Norway","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Muscat","Oman","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Lima","Peru","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Manila","Philippines","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Warsaw","Poland","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Doha","Qatar","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Bucharest","Romania","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Dakar","Senegal","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Singapore","Singapore","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Madrid","Spain","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Colombo","Sri Lanka","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Khartoum","Sudan","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Bern","Switzerland","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Dushanbe","Tajikistan","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Ankara","Turkey","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Ashgabat","Turkmenistan","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Kampala","Uganda","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","London","United Kingdom","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Washington DC","United States","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Lusaka","Zambia","Embassy / High Commission","Embassy"
"Saudi Arabia","32.3","646","19","","","30","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Alexandria","Egypt","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Suez","Egypt","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Auckland","New Zealand","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Kano","Nigeria","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Karachi","Pakistan","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Malaga","Spain","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Geneva","Switzerland","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","New York","United States","Consulate / Consulate-General","Consulate-General"
"Saudi Arabia","32.3","646","19","","","30","New York","United States","Permanent Mission","Mission to UN"
"Saudi Arabia","32.3","646","19","","","30","Taipei","Taiwan*","Other","Trade Office"
"Singapore","5.6","297","","","15","49","Canberra","Australia","Embassy / High Commission","High Commission"
"Singapore","5.6","297","","","15","49","Brussels","Belgium","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","High Commission"
"Singapore","5.6","297","","","15","49","Phnom Penh","Cambodia","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Beijing","China","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Cairo","Egypt","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Paris","France","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Berlin","Germany","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","New Delhi","India","Embassy / High Commission","High Commission"
"Singapore","5.6","297","","","15","49","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Tokyo","Japan","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Vientiane","Lao People's Democratic Republic","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Kuala Lumpur","Malaysia","Embassy / High Commission","High Commission"
"Singapore","5.6","297","","","15","49","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Wellington","New Zealand","Embassy / High Commission","High Commission"
"Singapore","5.6","297","","","15","49","Manila","Philippines","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Doha","Qatar","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Pretoria","South Africa","Embassy / High Commission","High Commission"
"Singapore","5.6","297","","","15","49","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Ankara","Turkey","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","London","United Kingdom","Embassy / High Commission","High Commission"
"Singapore","5.6","297","","","15","49","Washington DC","United States","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Singapore","5.6","297","","","15","49","Dhaka","Bangladesh","Consulate / Consulate-General","Consulate"
"Singapore","5.6","297","","","15","49","Chengdu","China","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Xiamen","China","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Chennai","India","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Batam","Indonesia","Consulate / Consulate-General","Consulate"
"Singapore","5.6","297","","","15","49","Medan","Indonesia","Consulate / Consulate-General","Consulate"
"Singapore","5.6","297","","","15","49","Johor Bahru","Malaysia","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Muscat","Oman","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Jeddah","Saudi Arabia","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","New York","United States","Consulate / Consulate-General","Consulate"
"Singapore","5.6","297","","","15","49","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Singapore","5.6","297","","","15","49","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Singapore","5.6","297","","","15","49","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Singapore","5.6","297","","","15","49","Geneva","Switzerland","Permanent Mission","Mission to WTO/WIPO"
"Singapore","5.6","297","","","15","49","New York","United States","Permanent Mission","Mission to UN"
"Singapore","5.6","297","","","15","49","Taipei","Taiwan*","Other","Trade Office"
"Slovak Republic","5.4","90","","28","","42","Tirana","Albania","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Canberra","Australia","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Vienna","Austria","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Minsk","Belarus","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Brussels","Belgium","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Ottawa","Canada","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Beijing","China","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Havana","Cuba","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Cairo","Egypt","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Helsinki","Finland","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Paris","France","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Tbilisi","Georgia","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Berlin","Germany","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Athens","Greece","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Budapest","Hungary","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","New Delhi","India","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Dublin","Ireland","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Rome","Italy","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Tokyo","Japan","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Riga","Latvia","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Chisinau","Moldova Republic of","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Podgorica","Montenegro","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Oslo","Norway","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Warsaw","Poland","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Bucharest","Romania","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Ljubljana","Slovenia","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Madrid","Spain","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Bern","Switzerland","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Ankara","Turkey","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","London","United Kingdom","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Washington DC","United States","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Slovak Republic","5.4","90","","28","","42","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Slovak Republic","5.4","90","","28","","42","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"Slovak Republic","5.4","90","","28","","42","Bekescsaba","Hungary","Consulate / Consulate-General","Consulate-General"
"Slovak Republic","5.4","90","","28","","42","Krakow","Poland","Consulate / Consulate-General","Consulate-General"
"Slovak Republic","5.4","90","","28","","42","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Slovak Republic","5.4","90","","28","","42","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Slovak Republic","5.4","90","","28","","42","Uzhhorod","Ukraine","Consulate / Consulate-General","Consulate-General"
"Slovak Republic","5.4","90","","28","","42","New York","United States","Consulate / Consulate-General","Consulate-General"
"Slovak Republic","5.4","90","","28","","42","Vienna","Austria","Permanent Mission","Mission to UN"
"Slovak Republic","5.4","90","","28","","42","Brussels","Belgium","Permanent Mission","Mission to EU"
"Slovak Republic","5.4","90","","28","","42","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Slovak Republic","5.4","90","","28","","42","Paris","France","Permanent Mission","Mission to OECD"
"Slovak Republic","5.4","90","","28","","42","Paris","France","Permanent Mission","Mission to UNESCO"
"Slovak Republic","5.4","90","","28","","42","Strasbourg","France","Permanent Mission","Mission to CoE"
"Slovak Republic","5.4","90","","28","","42","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Slovak Republic","5.4","90","","28","","42","New York","United States","Permanent Mission","Mission to UN"
"Slovak Republic","5.4","90","","28","","42","Pristina","Kosovo*","Other","Branch Embassy"
"Slovak Republic","5.4","90","","28","","42","Taipei","Taiwan*","Other","Economic & Cultural Office"
"Slovenia","2.1","44","","31","","48","Tirana","Albania","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Canberra","Australia","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Vienna","Austria","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Brussels","Belgium","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Ottawa","Canada","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Beijing","China","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Cairo","Egypt","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Paris","France","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Berlin","Germany","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Munich","Germany","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Athens","Greece","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Budapest","Hungary","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","New Delhi","India","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Rome","Italy","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Tokyo","Japan","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Pristina","Kosovo*","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Podgorica","Montenegro","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Warsaw","Poland","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Bucharest","Romania","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Madrid","Spain","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Bern","Switzerland","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Ankara","Turkey","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","London","United Kingdom","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Washington DC","United States","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Slovenia","2.1","44","","31","","48","Klagenfurt","Austria","Consulate / Consulate-General","Consulate-General"
"Slovenia","2.1","44","","31","","48","Shanghai","China","Consulate / Consulate-General","Consulate"
"Slovenia","2.1","44","","31","","48","Szentgotthard","Hungary","Consulate / Consulate-General","Consulate-General"
"Slovenia","2.1","44","","31","","48","Trieste","Italy","Consulate / Consulate-General","Consulate-General"
"Slovenia","2.1","44","","31","","48","Cleveland","United States","Consulate / Consulate-General","Consulate-General"
"Slovenia","2.1","44","","31","","48","Vienna","Austria","Permanent Mission","Mission to OSCE"
"Slovenia","2.1","44","","31","","48","Brussels","Belgium","Permanent Mission","Mission to EU"
"Slovenia","2.1","44","","31","","48","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Slovenia","2.1","44","","31","","48","Paris","France","Permanent Mission","Mission to OECD"
"Slovenia","2.1","44","","31","","48","Strasbourg","France","Permanent Mission","Mission to CoE"
"Slovenia","2.1","44","","31","","48","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Slovenia","2.1","44","","31","","48","New York","United States","Permanent Mission","Mission to UN"
"Slovenia","2.1","44","","31","","48","Ramallah","Palestine*","Other","Representative Office"
"South Africa","55.9","295","17","","","25","Algiers","Algeria","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Luanda","Angola","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Canberra","Australia","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Vienna","Austria","Embassy / High Commission","Embassy & Mission to UN/Int'l Orgs"
"South Africa","55.9","295","17","","","25","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to EU"
"South Africa","55.9","295","17","","","25","Cotonou","Benin","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Gaborone","Botswana","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Brasilia","Brazil","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Ouagadougou","Burkina Faso","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Bujumbura","Burundi","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Yaounde","Cameroon","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Ottawa","Canada","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","N'Djamena","Chad","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Santiago","Chile","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Beijing","China","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Moroni","Comoros","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Brazzaville","Congo","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Abidjan","Cote d'Ivoire","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Havana","Cuba","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Prague","Czech Republic","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Kinshasa","Democratic Republic of The Congo","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Cairo","Egypt","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Malabo","Equatorial Guinea","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Asmara","Eritrea","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Suva","Fiji","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Helsinki","Finland","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Paris","France","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Libreville","Gabon","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Berlin","Germany","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Accra","Ghana","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Athens","Greece","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Conakry","Guinea","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Bissau","Guinea-Bissau","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Budapest","Hungary","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","New Delhi","India","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Dublin","Ireland","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Rome","Italy","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Kingston","Jamaica","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Tokyo","Japan","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Amman","Jordan","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Nairobi","Kenya","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Maseru","Lesotho","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Monrovia","Liberia","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Tripoli","Libya","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Antananarivo","Madagascar","Embassy / High Commission","Embassy"
"South Africa","55.9","295","17","","","25","Lilongwe","Malawi","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Kuala Lumpur","Malaysia","Embassy / High Commission","High Commission"
"South Africa","55.9","295","17","","","25","Bamako","Mali","Embassy / High Commission","Embassy"
