"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Denmark","5.6","342","","26","34","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Flensburg","Germany","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Munich","Germany","Consulate / Consulate-General","Consulate"
"Denmark","5.6","342","","26","34","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","New York","United States","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Brussels","Belgium","Permanent Mission","Mission to EU"
"Denmark","5.6","342","","26","34","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Denmark","5.6","342","","26","34","Paris","France","Permanent Mission","Mission to OECD"
"Denmark","5.6","342","","26","34","Strasbourg","France","Permanent Mission","Mission to CoE"
"Denmark","5.6","342","","26","34","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Denmark","5.6","342","","26","34","New York","United States","Permanent Mission","Mission to UN"
"Denmark","5.6","342","","26","34","Ramallah","Palestine*","Other","Mission Office"
"Denmark","5.6","342","","26","34","Taipei","Taiwan*","Other","Trade Council"
"Denmark","5.6","342","","26","34","Harare","Zimbabwe","Other","Mission Office"
"Estonia","1.3","26","","32","40","Canberra","Australia","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Vienna","Austria","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Minsk","Belarus","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Brussels","Belgium","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Ottawa","Canada","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Beijing","China","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Cairo","Egypt","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Helsinki","Finland","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Paris","France","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Tbilisi","Georgia","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Berlin","Germany","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Athens","Greece","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","New Delhi","India","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Dublin","Ireland","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Rome","Italy","Embassy / High Commission","Embassy & Mission to FAO"
"Estonia","1.3","26","","32","40","Tokyo","Japan","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Riga","Latvia","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Oslo","Norway","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Warsaw","Poland","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Madrid","Spain","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Ankara","Turkey","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","London","United Kingdom","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Washington DC","United States","Embassy / High Commission","Embassy"
"Estonia","1.3","26","","32","40","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Estonia","1.3","26","","32","40","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Estonia","1.3","26","","32","40","New York","United States","Consulate / Consulate-General","Consulate-General"
"Estonia","1.3","26","","32","40","Brussels","Belgium","Permanent Mission","Mission to EU"
"Estonia","1.3","26","","32","40","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Estonia","1.3","26","","32","40","Paris","France","Permanent Mission","Mission to CoE"
"Estonia","1.3","26","","32","40","Paris","France","Permanent Mission","Mission to OECD/UNESCO"
"Estonia","1.3","26","","32","40","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Estonia","1.3","26","","32","40","New York","United States","Permanent Mission","Mission to UN"
"Finland","5.5","272","","27","35","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Algiers","Algeria","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Canberra","Australia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Vienna","Austria","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Brussels","Belgium","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Ottawa","Canada","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Santiago","Chile","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Beijing","China","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Cairo","Egypt","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Talinn","Estonia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Paris","France","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Berlin","Germany","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Athens","Greece","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Budapest","Hungary","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Reykjavik","Iceland","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","New Delhi","India","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Dublin","Ireland","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Rome","Italy","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Tokyo","Japan","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Pristina","Kosovo*","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Riga","Latvia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Rabat","Morocco","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Maputo","Mozambique","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Windhoek","Namibia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Kathmandu","Nepal","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Oslo","Norway","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Lima","Peru","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Warsaw","Poland","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Bucharest","Romania","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Singapore","Singapore","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Madrid","Spain","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Bern","Switzerland","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Ankara","Turkey","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","London","United Kingdom","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Washington DC","United States","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Lusaka","Zambia","Embassy / High Commission","Embassy"
"Finland","5.5","272","","27","35","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Finland","5.5","272","","27","35","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Finland","5.5","272","","27","35","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Finland","5.5","272","","27","35","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Finland","5.5","272","","27","35","New York","United States","Consulate / Consulate-General","Consulate-General"
"Finland","5.5","272","","27","35","Brussels","Belgium","Permanent Mission","Mission to EU"
"Finland","5.5","272","","27","35","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Finland","5.5","272","","27","35","Paris","France","Permanent Mission","Mission to OECD"
"Finland","5.5","272","","27","35","Strasbourg","France","Permanent Mission","Mission to CoE"
"Finland","5.5","272","","27","35","Geneva","Switzerland","Permanent Mission","Mission to WTO"
"Finland","5.5","272","","27","35","New York","United States","Permanent Mission","Mission to UN"
"Finland","5.5","272","","27","35","Minsk","Belarus","Other","Liaison Office"
